date,epsActual,epsEstimate,hour,quarter,revenueActual,revenueEstimate,symbol,year
2025-05-13,,-1.2306,bmo,1,,15164064.0,BEAM,2025
2025-05-13,,-0.2193,amc,1,,10761000.0,BFRI,2025
2025-05-13,,-0.0918,bmo,2,,2448000.0,NMTC,2025
2025-05-13,,-0.1061,,1,,0.0,IKT,2025
2025-05-13,,,amc,1,,,CVV,2025
2025-05-13,,,,1,,,KTEL,2025
2025-05-13,,-0.3706,bmo,1,,0.0,ACHV,2025
2025-05-13,,-0.0306,,1,,2679283980000.0,LGMK,2025
2025-05-13,,,,1,,,BSFC,2025
2025-05-13,,-0.1836,,1,,0.0,LYEL,2025
2025-05-13,,-0.6551,bmo,1,,0.0,ACRV,2025
2025-05-13,,,,1,,,PIKM,2025
2025-05-13,,,,2,,,XSNX,2025
2025-05-13,,0.6732,amc,1,,13260000.0,MPTI,2025
2025-05-13,,-6.0976,amc,1,,309000.0,YTENQ,2025
2025-05-13,,,,1,,,BRST,2025
2025-05-13,,,,1,,,PLAG,2025
2025-05-13,,-0.1955,amc,1,,17297302.0,ZVRA,2025
2025-05-13,,-0.2282,amc,3,,0.0,RZLT,2025
2025-05-13,,,,1,,,SMLR,2025
2025-05-13,,-0.323,amc,1,,1825800.0,CAPR,2025
2025-05-13,,,,1,,,RSRV,2025
2025-05-13,,-0.4862,amc,1,,0.0,GUTS,2025
2025-05-13,,,bmo,1,,,SOHO,2025
2025-05-13,,,,1,,,FCUV,2025
2025-05-13,,-0.1326,amc,1,,5355000.0,MDAI,2025
2025-05-13,,-0.2917,bmo,1,,1127100.0,TCRX,2025
2025-05-13,,,amc,1,,,AUID,2025
2025-05-13,,,,1,,,DMSLQ,2025
2025-05-13,,,,1,,,MMND,2025
2025-05-13,,-0.5003,,1,,510000.0,MRKR,2025
2025-05-13,,,,1,,,QSEP,2025
2025-05-13,,,,1,,,EVFM,2025
2025-05-13,,-0.578,,1,,408000.0,OMER,2025
2025-05-13,,-0.1292,amc,2,,8193996.0,GNSS,2025
2025-05-13,,,,1,,,LSMG,2025
2025-05-13,,-0.2652,bmo,1,,0.0,RLYB,2025
2025-05-13,,0.1674,amc,1,,687752763.0,KLC,2025
2025-05-13,,-0.0089,amc,1,,67615167.0,SMWB,2025
2025-05-13,,,,1,,,CLOQ,2025
2025-05-13,,-0.0395,amc,1,,69473903.0,WALD,2025
2025-05-13,,-0.2346,amc,1,,1341300.0,ABSI,2025
2025-05-13,,,,1,,,NIXX,2025
2025-05-13,,,,1,,,IPDN,2025
2025-05-13,,-0.2612,bmo,1,,0.0,EVTL,2025
2025-05-13,,,,1,,,RLBD,2025
2025-05-13,,-0.3896,,1,,0.0,SOC,2025
2025-05-13,,,,1,,,GCEH,2025
2025-05-13,,-0.0204,,1,,12158400.0,MCHX,2025
2025-05-13,,,,1,,,MFON,2025
2025-05-13,,,,1,,,BURU,2025
2025-05-13,,-0.7975,amc,1,,6290003.0,MGNX,2025
2025-05-13,,0.0354,amc,3,,22590336.0,EPM,2025
2025-05-13,,0.1543,amc,1,,54515603.0,TWFG,2025
2025-05-13,,,,1,,,LADX,2025
2025-05-13,,,,2,,,IBAC,2025
2025-05-13,,-0.2999,bmo,1,,224556396.0,GOCO,2025
2025-05-13,,,bmo,1,,,UONEK,2025
2025-05-13,,,,1,,,MTR,2025
2025-05-13,,,,1,,,PTIX,2025
2025-05-13,,,,4,,,KCRD,2024
2025-05-13,,-0.1326,,1,,0.0,MBOT,2025
2025-05-13,,,,1,,,BICX,2025
2025-05-13,,-1.071,,1,,202072200.0,SDOT,2025
2025-05-13,,1.401,bmo,1,,2612788752.0,EXPD,2025
2025-05-13,,0.4353,amc,1,,683114510.0,ECG,2025
2025-05-13,,-0.6747,,1,,1887000.0,IDYA,2025
2025-05-13,,0.8019,bmo,1,,311331703.0,CYBR,2025
2025-05-13,,-0.204,amc,1,,2244000.0,WINT,2025
2025-05-13,,,,1,,,FACO,2025
2025-05-13,,-0.1513,amc,1,,338578626.0,WBTN,2025
2025-05-13,,,,1,,,NAOV,2025
2025-05-13,,,,3,,,FKWL,2025
2025-05-13,,,,3,,,GLNS,2025
2025-05-13,,1.5134,amc,1,,354183341.0,ATLC,2025
2025-05-13,,,,1,,,XELA,2025
2025-05-13,,-0.3046,,1,,7206300.0,XOMA,2025
2025-05-13,,0.0306,,1,,43860000.0,SGRP,2025
2025-05-13,,,,1,,,JWSMF,2025
2025-05-13,,,,1,,,BLUAF,2025
2025-05-13,,-0.0551,amc,1,,25392900.0,BTBT,2025
2025-05-13,,,,1,,,RHE,2025
2025-05-13,,-0.3672,amc,1,,3162000.0,AVGR,2025
2025-05-13,,-0.1394,amc,1,,244800.0,LYRA,2025
2025-05-13,,-0.0694,amc,1,,19855320.0,BDSX,2025
2025-05-13,,-0.3315,bmo,1,,12138000.0,MASS,2025
2025-05-13,,,,1,,,CSTAF,2025
2025-05-13,,0.6472,bmo,1,,5037995740.0,SE,2025
2025-05-13,,,,1,,,MBIO,2025
2025-05-13,,-0.0612,amc,1,,2862120.0,BRFH,2025
2025-05-13,,,,1,,,CANN,2025
2025-05-13,,,,1,,,OCAX,2025
2025-05-13,,,,1,,,PRFX,2025
2025-05-13,,-0.1496,amc,1,,1512996.0,PSTV,2025
2025-05-13,,-0.2463,amc,1,,22283797.0,NPCE,2025
2025-05-13,,-0.0269,amc,1,,4831335.0,IDN,2025
2025-05-13,,-0.0995,,1,,2561628.0,VRCA,2025
2025-05-13,,,,1,,,CZBS,2025
2025-05-13,,,bmo,1,,,AP,2025
2025-05-13,,-8.2008,,1,,61200.0,TRAW,2025
2025-05-13,,,,1,,,NSTM,2025
2025-05-13,,-0.102,amc,1,,12444000.0,IRIX,2025
2025-05-13,,,,1,,,ATNF,2025
2025-05-13,,-0.153,bmo,1,,,ITRM,2025
2025-05-13,,,,1,,,BIORQ,2025
2025-05-13,,0.0408,amc,3,,34187340.0,ABAT,2025
2025-05-13,,-0.0101,amc,1,,38913280.0,DTI,2025
2025-05-12,,-0.7701,,1,,739500.0,SINT,2025
2025-05-12,,0.38,amc,1,,38164320.0,EXOD,2025
2025-05-12,,-0.2652,amc,1,,0.0,HOTH,2025
2025-05-12,,,,1,,,NVVE,2025
2025-05-12,,0.0101,,1,,7646710.0,TRC,2025
2025-05-12,,-0.51,,1,,0.0,SLRN,2025
2025-05-12,,-0.204,amc,1,,1224000.0,TVRD,2025
2025-05-12,,-0.2448,bmo,1,,739500000.0,NRXS,2025
2025-05-12,,-0.357,bmo,1,,0.0,IMNN,2025
2025-05-12,,,,1,,,CRT,2025
2025-05-12,,0.0306,amc,1,,240731730.0,GETY,2025
2025-05-12,,-0.4182,amc,1,,0.0,AVIR,2025
2025-05-12,,-0.7454,,1,,0.0,INO,2025
2025-05-12,,0.1326,amc,1,,309753600.0,HFFG,2025
2025-05-12,,,,4,,,SOS,2024
2025-05-12,,,,1,,,WMK,2025
2025-05-12,,-0.1972,,1,,0.0,TENX,2025
2025-05-12,,0.2499,,1,,16087440.0,FTLF,2025
2025-05-12,,-0.1251,amc,1,,127140450.0,GPRO,2025
2025-05-12,,-0.2652,amc,1,,2244000.0,ACHR,2025
2025-05-12,,,,1,,,ISCO,2025
2025-05-12,,,,1,,,STLY,2025
2025-05-12,,0.2525,amc,1,,40925200.0,NGS,2025
2025-05-12,,,,1,,,ATPC,2025
2025-05-12,,,,1,,,CLPR,2025
2025-05-12,,0.3409,bmo,1,,20631775.0,WHF,2025
2025-05-12,,-0.68,,1,,1292003.0,GOVX,2025
2025-05-12,,-0.7548,bmo,1,,18054000.0,OPTN,2025
2025-05-12,,,,1,,,BLMH,2025
2025-05-12,,,amc,1,,,BETR,2025
2025-05-12,,-0.0995,,1,,20655000.0,SKYX,2025
2025-05-12,,-0.2234,bmo,1,,136752930.0,METC,2025
2025-05-12,,,,2,,,CETX,2025
2025-05-12,,0.3315,,2,,2720850.0,CTXR,2025
2025-05-12,,0.1122,amc,3,,5376420.0,ICMB,2025
2025-05-12,,-18.36,bmo,1,,2877420.0,JAGX,2025
2025-05-12,,0.0311,amc,1,,130476345.0,IAS,2025
2025-05-12,,-5.967,amc,1,,0.0,SLRX,2025
2025-05-12,,-0.93,amc,1,,1129282.0,XENE,2025
2025-05-12,,-0.051,amc,1,,73482503.0,QRHC,2025
2025-05-12,,0.4924,amc,1,,104008125.0,RGNX,2025
2025-05-12,,,,1,,,CYBL,2025
2025-05-12,,-2.5296,amc,1,,0.0,RBOT,2025
2025-05-12,,,,1,,,SFRX,2025
2025-05-12,,-0.0765,amc,1,,9326880.0,BEEP,2025
2025-05-12,,,,3,,,INM,2025
2025-05-12,,,,1,,,PMVCD,2025
2025-05-12,,,,1,,,GTHP,2025
2025-05-12,,-0.7395,,1,,0.0,CRGX,2025
2025-05-12,,,,1,,,ENTO,2025
2025-05-12,,0.3956,bmo,2,,910482882.0,SBH,2025
2025-05-12,,-1.0693,,1,,0.0,PCVX,2025
2025-05-12,,-0.1411,amc,1,,28154886.0,BLNK,2025
2025-05-12,,-0.5899,amc,1,,775200.0,EDIT,2025
2025-05-12,,0.1938,,1,,52122000.0,CMCL,2025
2025-05-12,,,,1,,,GULTU,2025
2025-05-12,,,,1,,,CHEV,2025
2025-05-12,,-2.5398,amc,1,,0.0,APTO,2025
2025-05-12,,,,1,,,PFHO,2025
2025-05-12,,0.4325,amc,1,,59601150.0,KBDC,2025
2025-05-12,,-0.5304,,1,,104040.0,ZIVO,2025
2025-05-12,,,,1,,,VYND,2025
2025-05-12,,-0.8078,amc,1,,20587680.0,BKKT,2025
2025-05-12,,-0.3876,bmo,1,,0.0,SYRS,2025
2025-05-12,,-0.1964,,1,,4284000.0,ASTS,2025
2025-05-12,,-0.051,bmo,1,,17809200.0,RMTI,2025
2025-05-12,,-0.2142,bmo,1,,0.0,IKNA,2025
2025-05-12,,-0.8976,amc,1,,705840.0,WATT,2025
2025-05-12,,-0.1734,bmo,3,,0.0,BIVI,2025
2025-05-12,,-0.0612,amc,1,,1088241396.0,MODG,2025
2025-05-12,,,,1,,,GRTX,2025
2025-05-12,,-0.0652,amc,1,,591654717.0,NFE,2025
2025-05-12,,-0.3264,,3,,102000.0,IBIO,2025
2025-05-12,,-0.5049,amc,1,,0.0,ADIL,2025
2025-05-12,,,,2,,,BDL,2025
2025-05-12,,-0.5213,,1,,0.0,ORIC,2025
2025-05-12,,-1.4144,,1,,0.0,AVTX,2025
2025-05-12,,-0.1224,amc,1,,1362720.0,VUZI,2025
2025-05-12,,0.002,bmo,1,,116899476.0,CHGG,2025
2025-05-12,,-0.969,,1,,0.0,FBRX,2025
2025-05-12,,-0.1632,amc,1,,3881436.0,PRSO,2025
2025-05-12,,-0.714,,1,,0.0,PALI,2025
2025-05-12,,-0.0729,amc,1,,44888792.0,MRVI,2025
2025-05-12,,,,1,,,DSS,2025
2025-05-12,,0.3763,amc,1,,34254915.0,RWAY,2025
2025-05-12,,,,1,,,NUMD,2025
2025-05-12,,,,1,,,XNET,2025
2025-05-12,,0.3302,amc,1,,276479455.0,TASK,2025
2025-05-12,,,,2,,,ACAN,2025
2025-05-12,,-0.0612,amc,1,,28069992.0,ASRT,2025
2025-05-12,,-0.0663,amc,1,,2295000.0,MVIS,2025
2025-05-12,,0.1173,amc,1,,82379667.0,MLNK,2025
2025-05-12,,,,1,,,CRTG,2025
2025-05-12,,0.0459,,1,,30702000.0,LUXH,2025
2025-05-12,,-1.1587,amc,2,,16271040.0,ENTA,2025
2025-05-12,,,,3,,,NNVC,2025
2025-05-12,,,,3,,,GTLL,2025
2025-05-12,,-0.1836,bmo,1,,4590000.0,LIQT,2025
2025-05-12,,-1.7442,amc,1,,54621000.0,HYFM,2025
2025-05-12,,0.2193,amc,1,,32946000.0,CWCO,2025
2025-05-12,,-0.5252,,1,,151500.0,ICU,2025
2025-05-12,,,,1,,,AASP,2025
2025-05-12,,-0.476,amc,1,,7650000.0,PSTX,2025
2025-05-12,,0.3486,amc,1,,210313269.0,RPD,2025
2025-05-12,,-6.63,amc,1,,1020000.0,HYZN,2025
2025-05-12,,,,1,,,AHNR,2025
2025-05-12,,-0.2958,,1,,25500.0,CYCC,2025
2025-05-12,,,,1,,,CKX,2025
2025-05-12,,,,2,,,PRKA,2025
2025-05-12,,,,3,,,SISI,2025
2025-05-12,,0.0909,amc,1,,25570170.0,LFT,2025
2025-05-12,,,,1,,,PGOL,2025
2025-05-12,,-0.4386,amc,1,,0.0,TFFP,2025
2025-05-12,,-0.0058,,1,,14794773.0,MREO,2025
2025-05-12,,,,1,,,THMG,2025
2025-05-12,,-0.1989,amc,1,,5779932.0,SKYH,2025
2025-05-12,,,,1,,,EESE,2025
2025-05-12,,-0.0808,bmo,1,,222209595.0,MAC,2025
2025-05-12,,,,3,,,DFCO,2025
2025-05-12,,,bmo,1,,,LTBR,2025
2025-05-12,,0.1944,amc,1,,105247975.0,CMPO,2025
2025-05-12,,-0.5353,bmo,1,,310819925.0,SUP,2025
2025-05-12,,-0.0714,amc,1,,,AMBC,2025
2025-05-12,,-0.9384,,2,,0.0,SONN,2025
2025-05-12,,,,1,,,HRGN,2025
2025-05-12,,1.5158,bmo,1,,1510638486.0,SWX,2025
2025-05-12,,-0.9826,,1,,3796103.0,WKSP,2025
2025-05-12,,,,2,,,CRDE,2025
2025-05-12,,,,1,,,NRDE,2025
2025-05-12,,-0.153,,1,,0.0,SYBX,2025
2025-05-12,,-0.1163,amc,1,,,NPWR,2025
2025-05-12,,,,1,,,GGROU,2025
2025-05-12,,,,1,,,CREG,2025
2025-05-12,,,,1,,,CRVW,2025
2025-05-12,,,,1,,,KBLB,2025
2025-05-12,,0.0238,bmo,3,,414630000.0,SLQT,2025
2025-05-12,,,,1,,,KTTA,2025
2025-05-12,,1.41,amc,1,,1372062153.0,SPG,2025
2025-05-12,,,,1,,,KANP,2025
2025-05-12,,,,1,,,RLEA,2025
2025-05-12,,-1.632,,3,,18456900.0,UPXI,2025
2025-05-12,,0.2262,amc,1,,77238367.0,RPAY,2025
2025-05-12,,-0.1224,,3,,0.0,HURA,2025
2025-05-12,,,,1,,,ERNA,2025
2025-05-12,,,,1,,,PMDI,2025
2025-05-12,,-0.0168,amc,1,,77044062.0,VFF,2025
2025-05-12,,0.5508,bmo,4,,228937980.0,OXLC,2025
2025-05-12,,-0.119,amc,1,,133110000.0,PANL,2025
2025-05-12,,-0.9843,amc,1,,2022466864.0,HTZ,2025
2025-05-12,,,,1,,,ECTM,2025
2025-05-12,,-0.2958,,1,,15850800.0,RVYL,2025
2025-05-12,,,,1,,,INVU,2026
2025-05-12,,0.0529,bmo,1,,792633289.0,SGRY,2025
2025-05-12,,-0.0408,bmo,1,,19584000.0,HBIO,2025
2025-05-12,,-0.969,bmo,1,,,SNDA,2025
2025-05-12,,0.8517,bmo,1,,97297800.0,PROP,2025
2025-05-12,,,,1,,,OZSC,2025
2025-05-12,,-4.1208,,1,,0.0,GRI,2025
2025-05-12,,,,1,,,CTRM,2025
2025-05-12,,-0.202,amc,2,,30504375.0,ARWR,2025
2025-05-12,,,,3,,,PRSI,2025
2025-05-12,,-1.2648,,1,,3468000.0,OTRK,2025
2025-05-12,,-0.6222,,1,,6222000.0,CASI,2025
2025-05-12,,,,1,,,MMATQ,2025
2025-05-12,,,,1,,,IPSI,2025
2025-05-12,,-0.408,,1,,3739830.0,VVOS,2025
2025-05-12,,,,1,,,BMTM,2025
2025-05-12,,0.1632,amc,1,,75343830.0,AMPY,2025
2025-05-12,,1.5074,bmo,1,,7904640770.0,NRG,2025
2025-05-12,,,,1,,,CPMV,2025
2025-05-12,,-0.412,amc,1,,46504500.0,GOEVQ,2025
2025-05-12,,,,1,,,SVII,2025
2025-05-12,,-0.4069,amc,1,,4980050.0,DMTKQ,2025
2025-05-12,,-0.0816,amc,1,,56592150.0,INDI,2025
2025-05-12,,,,1,,,LASE,2025
2025-05-12,,0.102,bmo,1,,62766312.0,AUPH,2025
2025-05-12,,-0.7388,amc,1,,0.0,PLRX,2025
2025-05-12,,-0.0102,amc,1,,108121356.0,MVST,2025
2025-05-12,,-0.1224,amc,1,,19060015.0,OPRX,2025
2025-05-12,,-1.1322,amc,1,,1222643.0,TNON,2025
2025-05-12,,,,1,,,LIFD,2025
2025-05-12,,,amc,4,,,VOXX,2025
2025-05-12,,,,1,,,SVVC,2025
2025-05-12,,-0.0612,amc,1,,,AIRJ,2025
2025-05-12,,0.719,bmo,1,,281292499.0,MNDY,2025
2025-05-12,,,,1,,,PVCT,2025
2025-05-12,,,,1,,,NCRA,2025
2025-05-12,,-0.816,bmo,1,,23260080.0,URGN,2025
2025-05-12,,,,1,,,SILO,2025
2025-05-12,,,,1,,,AACG,2025
2025-05-12,,0.0204,amc,1,,,FGEN,2025
2025-05-12,,-0.2448,amc,1,,0.0,JBIO,2025
2025-05-12,,,,1,,,AGLY,2025
2025-05-12,,,,1,,,FECOF,2025
2025-05-12,,-0.2856,amc,1,,0.0,DSGN,2025
2025-05-12,,,,1,,,TGEN,2025
2025-05-12,,,,3,,,TGL,2025
2025-05-12,,-0.2321,,1,,0.0,QNCX,2025
2025-05-12,,,,1,,,CBNT,2025
2025-05-12,,-0.2652,amc,1,,1315800.0,MOTS,2025
2025-05-12,,-0.2266,amc,1,,45835000.0,MX,2025
2025-05-12,,-0.0102,amc,4,,63036000.0,ADSE,2024
2025-05-12,,-0.1132,bmo,1,,0.0,CMPX,2025
2025-05-12,,,,1,,,AUMN,2025
2025-05-12,,,,1,,,AIMD,2025
2025-05-12,,,,1,,,UTGN,2025
2025-05-12,,,,1,,,RIBT,2025
2025-05-12,,,,1,,,MDXL,2025
2025-05-12,,0.3263,amc,2,,64152390.0,PFLT,2025
2025-05-12,,0.3978,bmo,1,,2090576700.0,DOLE,2025
2025-05-12,,0.5865,amc,1,,43992600.0,LEGH,2025
2025-05-12,,-3.2946,amc,1,,2601000.0,TNXP,2025
2025-05-12,,-0.0404,,1,,18382000.0,UCL,2025
2025-05-12,,,,1,,,NEWH,2025
2025-05-12,,-0.8704,bmo,1,,38110000.0,BATRA,2025
2025-05-12,,,,2,,,KNIT,2025
2025-05-12,,-0.0714,amc,1,,5564100.0,VTSI,2025
2025-05-12,,0.6234,,1,,80092282.0,INR,2025
2025-05-12,,-0.1499,bmo,1,,550575600.0,CTRI,2025
2025-05-12,,,,1,,,GLXZ,2025
2025-05-12,,-0.0867,amc,1,,26953755.0,NOTE,2025
2025-05-12,,0.0102,amc,1,,18976080.0,CNFR,2025
2025-05-12,,,,1,,,CEAD,2025
2025-05-12,,1.1851,amc,1,,1225119900.0,BCO,2025
2025-05-12,,-2.2746,,1,,3825000.0,HOFV,2025
2025-05-12,,,,1,,,KITT,2025
2025-05-12,,2.1513,amc,1,,545745247.0,VTLE,2025
2025-05-12,,,,1,,,RDGA,2025
2025-05-12,,0.1658,amc,1,,79152000.0,BRDG,2025
2025-05-12,,,,1,,,TAPM,2025
2025-05-12,,,amc,1,,,OXBR,2025
2025-05-12,,-0.2189,amc,1,,408000.0,SPRB,2025
2025-05-12,,-0.3548,bmo,3,,0.0,BNTC,2025
2025-05-12,,-0.4896,amc,1,,0.0,BBLG,2025
2025-05-12,,-1.3577,amc,1,,28433520.0,ARCT,2025
2025-05-12,,-0.1142,bmo,1,,50422680.0,BLDE,2025
2025-05-12,,-0.0858,amc,3,,10450380.0,AKTSQ,2025
2025-05-12,,0.0456,bmo,1,,312544320.0,SRAD,2025
2025-05-12,,1.9671,amc,1,,3238961425.0,DVA,2025
2025-05-12,,0.3638,amc,1,,785269072.0,ACHC,2025
2025-05-12,,,,1,,,GRNQ,2025
2025-05-12,,-0.2626,,1,,2222000.0,ANY,2025
2025-05-12,,0.1265,bmo,1,,31455372.0,CTMX,2025
2025-05-12,,-0.5144,bmo,1,,142344825.0,CNTY,2025
2025-05-12,,-0.0204,amc,1,,6772800.0,FTEK,2025
2025-05-12,,0.1836,amc,1,,1367263080.0,SARO,2025
2025-05-12,,-0.1137,bmo,1,,4574700.0,CDZI,2025
2025-05-12,,,,1,,,EFOI,2025
2025-05-12,,-0.1224,,1,,0.0,VINC,2025
2025-05-12,,0.1505,amc,1,,164967660.0,APEI,2025
2025-05-12,,0.8101,bmo,1,,715938000.0,WTRG,2025
2025-05-12,,0.1954,amc,2,,33803646.0,PNNT,2025
2025-05-12,,,,1,,,PIAC,2025
2025-05-12,,-0.0357,,1,,36488970.0,FPAY,2025
2025-05-12,,,,1,,,FAVO,2025
2025-05-12,,-0.1414,bmo,1,,84698771.0,RDW,2025
2025-05-12,,-0.0102,amc,1,,31824000.0,XTNT,2025
2025-05-12,,-1.2756,bmo,1,,6627817.0,CRSP,2025
2025-05-12,,-0.3876,bmo,1,,0.0,LPTX,2025
2025-05-12,,,,1,,,RSCF,2025
2025-05-12,,-0.0485,amc,1,,2601510.0,RGTI,2025
2025-05-12,,-0.8823,bmo,1,,0.0,APRE,2025
2025-05-12,,1.275,amc,1,,103122000.0,BSEM,2025
2025-05-12,,,,3,,,MARPS,2025
2025-05-12,,-0.1448,bmo,1,,0.0,EVEX,2025
2025-05-12,,,,3,,,XERI,2025
2025-05-12,,-0.9894,,1,,0.0,BCLI,2025
2025-05-12,,-0.074,amc,1,,7012500.0,STXS,2025
2025-05-12,,,,2,,,SNTW,2025
2025-05-12,,-0.0707,bmo,1,,19493000.0,PET,2025
2025-05-12,,,,1,,,YTFD,2025
2025-05-12,,-0.102,,1,,1326000.0,ASPI,2025
2025-05-12,,,,1,,,PRT,2025
2025-05-12,,0.9214,amc,1,,221683740.0,VINP,2025
2025-05-12,,-0.0618,amc,1,,10815000.0,BIOLQ,2025
2025-05-12,,0.0606,bmo,1,,782127840.0,ADV,2025
2025-05-12,,0.5252,amc,1,,262398000.0,GCT,2025
2025-05-12,,-1.0016,amc,1,,0.0,MLYS,2025
2025-05-12,,-0.1734,amc,1,,12475110.0,AQST,2025
2025-05-12,,,,1,,,GBCS,2025
2025-05-12,,,,1,,,CULL,2025
2025-05-12,,0.6965,bmo,1,,1965849060.0,INTR,2025
2025-05-12,,0.1224,amc,1,,49878000.0,ACNT,2025
2025-05-12,,-3.0753,,1,,0.0,ENSC,2025
2025-05-12,,,,1,,,AAUAF,2025
2025-05-12,,-0.7276,bmo,1,,0.0,INKT,2025
2025-05-12,,,amc,1,,,FF,2025
2025-05-12,,-0.306,,1,,1160250.0,NRXP,2025
2025-05-12,,-0.0663,amc,1,,16799573.0,LAND,2025
2025-05-12,,-0.5284,amc,1,,803105568.0,IHRT,2025
2025-05-12,,,,1,,,AERG,2025
2025-05-12,,,,1,,,CAPC,2025
2025-05-12,,0.5171,bmo,1,,341232636.0,SDRL,2025
2025-05-12,,0.2966,amc,1,,254425736.0,HPK,2025
2025-05-12,,-0.357,bmo,1,,6827880.0,TNGX,2025
2025-05-12,,0.0816,amc,1,,54978000.0,ALTI,2025
2025-05-12,,-0.1515,amc,1,,4302600.0,SMR,2025
2025-05-12,,-0.102,,1,,0.0,TELO,2025
2025-05-12,,-0.1667,amc,1,,24090186.0,BRT,2025
2025-05-12,,,,1,,,CMRF,2025
2025-05-12,,-0.1465,amc,1,,100452075.0,DDD,2025
2025-05-12,,-0.09,amc,1,,318240000.0,LSEA,2025
2025-05-12,,,,1,,,EUSP,2025
2025-05-12,,,,1,,,DDL,2025
2025-05-12,,,,1,,,MLP,2025
2025-05-12,,-0.075,bmo,1,,620508156.0,FTRE,2025
2025-05-12,,-0.7344,,1,,0.0,PEPG,2025
2025-05-12,,,,1,,,FENG,2025
2025-05-12,,-1.1118,bmo,3,,9690000.0,SANW,2025
2025-05-12,,-0.3818,amc,1,,0.0,NMRA,2025
2025-05-12,,-0.3162,amc,1,,,CPTN,2025
2025-05-12,,-0.0434,bmo,1,,116831055.0,LINC,2025
2025-05-12,,-0.4372,,1,,7766575.0,STOK,2025
2025-05-12,,,,1,,,PVL,2025
2025-05-12,,-0.1333,amc,1,,7565003.0,SGMO,2025
2025-05-12,,-0.1326,,1,,10200.0,PAVM,2025
2025-05-12,,-0.1326,amc,1,,25542840.0,NRGV,2025
2025-05-12,,,,1,,,SQFT,2025
2025-05-12,,-0.299,amc,1,,2173110.0,GBIO,2025
2025-05-12,,,,2,,,BRLL,2025
2025-05-12,,0.9327,bmo,3,,4260283031.0,FOXA,2025
2025-05-12,,-0.1948,amc,1,,134802078.0,PLUG,2025
2025-05-12,,0.2897,amc,1,,107477400.0,POWI,2025
2025-05-12,,0.3162,amc,2,,67248600.0,RICK,2025
2025-05-12,,,amc,1,,,SEG,2025
2025-05-12,,,,2,,,MULN,2025
2025-05-12,,-1.751,bmo,1,,5100000.0,DTIL,2025
2025-05-12,,-0.0303,bmo,1,,188095663.0,SFL,2025
2025-05-12,,0.1836,amc,1,,327638280.0,GRDN,2025
2025-05-12,,,,2,,,CMPD,2025
2025-05-12,,-0.6222,,1,,714000.0,IDAI,2025
2025-05-12,,-0.0434,amc,1,,24658500.0,GAIA,2025
2025-05-12,,,,1,,,CHKR,2025
2025-05-12,,,,3,,,INTG,2025
2025-05-12,,-0.051,bmo,1,,20604000.0,ALLT,2025
2025-05-12,,-0.0918,,1,,336987600.0,AGRO,2025
2025-05-12,,-0.2295,bmo,1,,300252024.0,PRKS,2025
2025-05-12,,-0.3417,amc,1,,0.0,BRNS,2025
2025-05-12,,-1.1934,,1,,0.0,KLRS,2025
2025-05-12,,-0.1224,bmo,3,,32436000.0,ISPR,2025
2025-05-12,,,,1,,,CNBZ,2025
2025-05-12,,-0.0459,amc,4,,55080000.0,PETS,2025
2025-05-12,,-0.4114,amc,1,,107406000.0,CNNE,2025
2025-05-12,,-0.349,bmo,1,,5932320.0,FHTX,2025
2025-05-12,,-0.0202,,3,,,PZG,2025
2025-05-12,,,,1,,,BLNE,2025
2025-05-12,,,,1,,,HGTXU,2025
2025-05-12,,,,1,,,INTI,2025
2025-05-12,,-0.4454,amc,1,,28767396.0,QTRX,2025
2025-05-12,,,,1,,,PRPO,2025
2025-05-12,,,,4,,,MRZM,2024
2025-05-12,,0.1986,amc,1,,308525205.0,PRA,2025
2025-05-12,,0.0663,amc,3,,197910600.0,RLGT,2025
2025-05-12,,-3.265,bmo,1,,142800.0,PRAX,2025
2025-05-12,,-1.3388,amc,1,,0.0,JSPR,2025
2025-05-12,,1418.2934,bmo,1,,725814787500.0,KSPI,2025
2025-05-12,,-0.2193,amc,1,,55753200.0,CHRS,2025
2025-05-12,,,,1,,,CRMZ,2025
2025-05-12,,,,1,,,OTLC,2025
2025-05-12,,0.2271,amc,1,,304162584.0,ZI,2025
2025-05-12,,-0.1632,amc,1,,100674000.0,HNRG,2025
2025-05-12,,,,1,,,TG,2025
2025-05-12,,,,1,,,HGAS,2025
2025-05-12,,-0.4114,amc,1,,18062670.0,ADCT,2025
2025-05-11,,-0.1321,bmo,1,,452092764.0,RDNT,2025
2025-05-10,,,,1,,,BDVC,2025
2025-05-10,,,,1,,,ECBK,2025
2025-05-09,1.38,0.102,bmo,1,37330000.0,33199776.0,STRW,2025
2025-05-09,-0.82,-1.0256,bmo,1,1570000.0,6399204.0,QURE,2025
2025-05-09,0.52,0.8209,bmo,1,555230000.0,580755360.0,AMCX,2025
2025-05-09,0.13,0.153,bmo,1,50750000.0,48960000.0,ULBI,2025
2025-05-09,-0.01,-0.0102,bmo,1,26710000.0,24157680.0,INUV,2025
2025-05-09,,0.3196,bmo,1,,33836123.0,SAMG,2025
2025-05-09,,,amc,1,,,MSGM,2025
2025-05-09,-0.05,-0.0587,bmo,1,1480000.0,0.0,OCGN,2025
2025-05-09,,,,3,,,SRNN,2025
2025-05-09,,-0.0714,amc,1,,,ENTX,2025
2025-05-09,,-0.4692,,1,,2213400.0,GIPR,2025
